"shapeid","x","y"
"0","-94.994869","29.915623"
"0","-94.994866","29.915615"
"0","-94.994841","29.915588"
"0","-94.99483","29.915557"
"0","-94.994822","29.915533"
"0","-94.994811","29.915509"
"0","-94.994781","29.91544"
"0","-94.994771","29.915417"
"0","-94.994373","29.914136"
"0","-94.994311","29.9139"
"0","-94.994202","29.913482"
"0","-94.994101","29.913196"
"0","-94.994006","29.912987"
"0","-94.993703","29.912404"
"0","-94.993595","29.912338"
"0","-94.993362","29.912251"
"0","-94.99328","29.912201"
"0","-94.993052","29.912036"
"0","-94.992869","29.911871"
"0","-94.992231","29.911052"
"0","-94.991827","29.910431"
"0","-94.991644","29.910211"
"0","-94.991606","29.910156"
"0","-94.991341","29.909766"
"0","-94.991164","29.909535"
"0","-94.991132","29.909485"
"0","-94.991088","29.909381"
"0","-94.991056","29.909337"
"0","-94.991012","29.909304"
"0","-94.990924","29.909205"
"0","-94.990728","29.908848"
"0","-94.990658","29.908749"
"0","-94.990608","29.90871"
"0","-94.990599","29.908664"
"0","-94.99057","29.908507"
"0","-94.990544","29.90843"
"0","-94.9905","29.908353"
"0","-94.990262","29.908078"
"0","-94.990153","29.907952"
"0","-94.990121","29.907897"
"0","-94.990042","29.907805"
"0","-94.990024","29.907784"
"0","-94.989947","29.907695"
"0","-94.989784","29.90741"
"0","-94.989711","29.907281"
"0","-94.989723","29.907199"
"0","-94.989717","29.907166"
"0","-94.989616","29.907089"
"0","-94.989572","29.907067"
"0","-94.989382","29.906792"
"0","-94.98917","29.90652"
